,0,1
507,134,"['1 tsp.', 'black pepper (you may wish to use less)']"
508,135,"['1 c.', 'sugar']"
509,135,"['2 tbsp.', 'flour']"
510,135,"['1 tsp.', 'cinnamon']"
511,136,"['1 lb', 'hamburger']"
512,136,"['1 c.', 'ketchup']"
513,136,"['3 tbsp.', 'Worcestershire sauce']"
514,136,"['1 tbsp.', 'mustard']"
515,136,"['2 tbsp.', 'sugar']"
516,137,"['3 c.', 'flour']"
517,137,"['3 c.', 'sugar']"
518,137,"['3 tbsp.', 'lemon flavor,.75 c.', '7-Up']"
519,138,"['8 oz.', 'pkg.', 'cream cheese,.667 c.', 'mayonnaise']"
520,138,"['1 c.', 'chopped candied dill pickles']"
521,138,"['2 tbsp.', 'chopped onion,.5 tsp.', 'horseradish']"
522,138,"['1 tbsp.', 'Worcestershire sauce']"
523,138,"['2 tsp.', 'Nance mustard']"
524,138,"['3 tbsp.', 'pickle juice']"
525,139,"['2 c.', 'sugar,.5 c.', 'milk']"
526,139,"['3 tbsp.', 'cocoa']"
527,139,"['3 heaping tbsp.', 'flour']"
528,139,"['2 tbsp.', 'butter']"
529,139,"['1 tsp.', 'vanilla']"
530,139,"['1 c.', 'boiling water']"
531,140,"['32 oz.', 'bag Tater Tots']"
532,140,"['2 lb', 'ground beef']"
533,141,"['2.5 tbsp.', 'cornstarch']"
534,141,"['1 c.', 'water']"
535,141,"['3.5 tbsp.', 'blackberry flavored gelatin']"
536,141,"['4 c.', 'fresh blackberries']"
537,142,"['16 oz.', 'Cool Whip']"
538,142,"['2 c.', 'coconut,.75 margarine']"
539,142,"['1 c.', 'slivered almonds']"
540,142,"['8 oz.', 'cream cheese']"
541,143,"['1 c.', 'sour cream,.5 tbsp.', 'minced onion,.5 tbsp.', 'parsley flakes,.5 tbsp.', 'dill weed']"
542,144,"['1 tbsp.', 'oil']"
543,144,"['5 oz.', 'frozen broccoli,.5 stick margarine']"
544,144,"['1 pkg.', 'Jiffy cornbread mix']"
545,144,"['6 oz.', 'cottage cheese']"
546,145,"['1 c.', 'diced carrots']"
547,145,"['1 c.', 'small macaroni']"
548,145,"['1.5 lb', 'ground turkey or beef']"
549,145,"['14 oz.', 'can French green beans']"
550,145,"['1 tsp.', 'Italian seasoning']"
551,145,"['1 c.', 'sweet peas']"
552,146,"['1/4 c.', 'cocoa']"
553,146,"['2 c.', 'flour']"
554,146,"['2 c.', 'sugar']"
555,146,"['1 tsp.', 'baking soda']"
556,146,"['1 tsp.', 'vanilla']"
557,146,"['1 c.', 'water,.5 c.', 'buttermilk']"
558,147,"['1.5 c.', 'graham cracker crumbs']"
559,147,"['6 oz.', 'semi-sweet chocolate chips']"
560,147,"['1 c.', 'chopped nuts']"
561,148,"['1 c.', 'sugar']"
562,148,"['1 c.', 'packed brown sugar']"
563,148,"['1/3 c.', 'evaporated milk,.5 stick butter or margarine']"
564,148,"['1.5 c.', 'pecans']"
565,148,"['1.5 c.', 'coconut']"
566,149,"['1 small pkg.', 'chopped pecans (about.5 c.)']"
567,150,"['1 1/3 c.', 'white sugar']"
568,150,"['6 tbsp.', 'butter']"
569,150,"['6 tbsp.', 'milk,.5 c.', 'chocolate chips,.5 tsp.', 'vanilla']"
570,151,"['16 oz.', 'can pumpkin (not pumpkin mix)']"
571,151,"['1 tsp.', 'cinnamon,.5 tsp.', 'ginger,.5 tsp.', 'salt']"
572,152,"['1/4 c.', 'sugar']"
573,152,"['1/4 tsp.', 'ground nutmeg,.667 c.', 'orange juice']"
574,152,"['1/3 c.', 'half and half cream,.5 tsp.', 'vanilla']"
575,153,"['9 c.', 'Chex cereal']"
576,153,"['1 c.', 'chocolate chips']"
577,153,"['1.5 c.', 'powdered sugar,.5 c.', 'peanut butter']"
578,153,"['1/4 c.', 'margarine']"
579,153,"['1 tsp.', 'vanilla']"
580,154,"['16 oz.', 'can yellow hominy']"
581,154,"['32 oz.', 'cans tamales']"
582,154,"['2 c.', 'shredded mild Cheddar cheese']"
583,155,"['1 c.', 'sour cream']"
584,155,"['3 tbsp.', 'mayonnaise']"
585,155,"['1 pkg.', 'taco seasoning']"
586,155,"['1 c.', 'Mozzarella cheese']"
587,155,"['1 c.', 'cheddar cheese']"
588,156,"['4 c.', 'water or potato water']"
589,156,"['1 cake yeast or 3 pkg.', 'dry yeast']"
590,156,"['2 tbsp.', 'salt']"
591,156,"['1 c.', 'sugar or more']"
592,157,"['2 c.', 'chicken']"
593,157,"['3 c.', 'chicken broth']"
594,157,"['1 chopped onion,.75 c.', 'oleo']"
595,157,"['1.5 c.', 'milk']"
596,157,"['1.5 tsp.', 'baking powder']"
597,157,"['1.5 c.', 'self-rising flour']"
598,158,"['3 c.', 'chicken stock or vegetable stock']"
599,158,"['1 pkg.', '(10 oz.) frozen artichoke hearts']"
600,158,"['2 t', 'olive or canola oil']"
601,158,"['1 c.', 'arborio']"
602,158,"['4 oz.', 'spinach']"
603,158,"['3 T', 'grated parmesan cheese']"
604,159,"['1 tsp.', 'dried basil']"
605,159,"['1 tsp.', 'oregano']"
606,159,"['1 tsp.', 'thyme,.5 tsp.', 'marjoram,.5 tsp.', 'rosemary,.5 tsp.', 'salt']"
607,159,"['1 c.', 'dry red or white wine']"
608,160,"['1 c.', '+ 1 tbsp.', 'vegetable oil']"
609,160,"['1 pkg.', 'pistachio instant pudding mix']"
610,160,"['1 c.', 'ginger ale']"
611,160,"['3 eggs,.5 c.', 'chopped pecans']"
612,160,"['8 oz.', 'pkg.', 'cool whip,.75 c.', 'milk']"
613,160,"['1 pkg.', 'of pistachio instant pudding mix']"
614,161,"['2 c.', 'self-rising flour']"
615,161,"['1 c.', 'crushed walnuts']"
616,161,"['2 c.', 'sugar']"
617,161,"['2 tsp.', 'allspice']"
618,161,"['1 c.', 'oil']"
619,162,"['1 qt.', 'cranberry juice']"
620,162,"['1 qt.', 'ginger ale']"
621,162,"['1 c.', 'boiling water']"
622,162,"['6 oz.', 'frozen lemonade']"
623,162,"['3 c.', 'cold water']"
624,163,"['2 c.', 'sugar']"
625,163,"['2 c.', 'Milnot']"
626,164,"['2 c.', 'sugar']"
627,164,"['1 c.', 'Crisco oil']"
628,164,"['2.5 c.', 'self-rising flour,.5 c.', 'sweet milk']"
629,164,"['1 tsp.', 'vanilla flavor']"
630,164,"['1 tbsp.', 'butternut flavor']"
631,165,"['2 c.', 'all-purpose flour']"
632,165,"['1.5 c.', 'sugar']"
633,165,"['2 tsp.', 'baking soda']"
634,165,"['1 tsp.', 'ground cinnamon,.5 tsp.', 'salt']"
635,165,"['2 c.', 'grated carrots,.5 c.', 'raisins,.5 c.', 'coconut,.5 c.', 'chopped pecans']"
636,165,"['8 oz.', 'can crushed pineapple']"
637,165,"['1 c.', 'vegetable oil']"
638,165,"['2 tsp.', 'vanilla']"
639,166,"['1.75 c.', 'quick cooking long grain and wild rice or plain rice']"
640,166,"['10.75 oz.', 'can French onion soup (undiluted)']"
641,166,"['2.5 oz.', 'jar sliced mushrooms (undrained),.5 c.', 'water']"
642,166,"['2 tbsp.', 'melted butter or margarine']"
643,167,"['2 tbsp.', 'bacon drippings']"
644,167,"['1 tbsp.', 'flour']"
645,167,"['1 tsp.', 'salt']"
646,167,"['1 tsp.', 'sugar']"
647,167,"['16 oz.', 'can tomatoes']"
648,167,"['16 oz.', 'can green peas']"
649,168,"['1 c.', 'sugar']"
650,168,"['1.75 c.', 'flour,.75 tsp.', 'soda']"
651,168,"['1 .25 tsp.', 'cream of tartar']"
652,168,"['1 c.', 'chopped nuts (optional)']"
653,170,"['2 lb', 'bag hash browns']"
654,170,"['1 pt.', 'sour cream']"
655,170,"['10 oz.', 'or 2 c.', 'grated sharp Cheddar cheese']"
656,171,"['3 c.', 'flour']"
657,171,"['4.5 tsp.', 'baking powder']"
658,171,"['2 tbsp.', 'sugar,.5 tsp.', 'salt,.75 c.', 'cream of tartar,.75 c.', 'butter']"
659,171,"['1 c.', 'milk']"
660,172,"['1 lb', 'lean hamburger']"
661,172,"['1 pkg.', 'lasagne noodles (approximately 8 noodles)']"
662,173,"['4 lb', 'new potatoes (red skin)']"
663,174,"['2 c.', 'milk']"
664,174,"['1 tsp.', 'vanilla']"
665,174,"['1/4 c.', 'melted butter']"
666,174,"['1.75 c.', 'sugar,.5 c.', 'self-rising flour']"
667,174,"['1.5 c.', 'coconut']"
668,176,"['1 c.', 'sifted all-purpose flour']"
669,176,"['2 tsp.', 'baking powder,.5 tsp.', 'salt']"
670,176,"['2 tbsp.', 'sugar']"
671,176,"['1 c.', 'milk']"
672,176,"['3 tbsp.', 'butter or margarine']"
673,177,"['1 egg white,.667 c.', 'light brown sugar']"
674,177,"['1 tsp.', 'vanilla']"
675,177,"['4 c.', 'whole pecans']"
676,178,"['1 lb', 'ground beef']"
677,178,"['14 oz.', 'Pizza Quick sauce']"
678,178,"['2 c.', 'shredded Mozzarella cheese']"
679,178,"['1 jar sliced mushrooms,.75 c.', 'biscuit mix']"
680,178,"['1.5 c.', 'milk']"
681,179,"['1 (12 oz.) pkg.', '(2 c.) semi-sweet chocolate chips']"
682,179,"['14 oz.', 'can sweetened condensed milk']"
683,179,"['1 (8.5 oz.) pkg.', 'chocolate wafers']"
684,179,"['1 c.', 'chopped nuts']"
685,180,"['1 pkg.', 'frozen chopped broccoli,.5 c.', 'mushroom soup,.5 c.', 'mayonnaise']"
686,181,"['1 .25 c.', 'all-purpose flour']"
687,181,"['1.5 tsp.', 'baking powder,.5 tsp.', 'almond extract']"
688,181,"['1 c.', 'chopped nuts,.5 c.', 'chopped maraschino cherries']"
689,181,"['1 c.', 'sugar']"
690,181,"['1 tsp.', 'salt']"
691,181,"['1 c.', 'cut up dates or whole raisins']"
692,181,"['1 (6 oz.) pkg.', 'semi-sweet chocolate chips']"
693,182,"['1 lb', 'hamburger']"
694,182,"['2 tbsp.', 'oil']"
695,182,"['1 c.', 'cooked rice']"
696,182,"['1.5 c.', 'warm water']"
697,182,"['1/4 c.', 'soy sauce']"
698,182,"['1/4 tsp.', 'pepper']"
699,183,"['1 lb', 'butter (not margarine)']"
700,183,"['2 c.', 'granulated sugar,.5 c.', 'water,.5 c.', 'chopped almonds']"
701,184,"['1 lb', 'ground beef,.5 c.', 'rice']"
702,185,"['1 box yellow cake mix,.75 c.', 'water']"
703,185,"['1 small pkg.', 'instant lemon pudding,.5 c.', 'oil']"
704,186,"['1 egg,.5 tsp.', 'vanilla']"
705,186,"['1 1/4 c.', 'sifted flour,.75 tsp.', 'baking soda,.5 tsp.', 'salt']"
706,186,"['10 oz.', ""bag miniature Reese's peanut butter cups""]"
707,187,"['2 c.', 'milk,.5 tsp.', 'mustard,.5 tsp.', 'salt']"
708,187,"['1/8 tsp.', 'onion powder']"
709,187,"['2 c.', 'croutons (cheese)']"
710,187,"['1 c.', 'grated Velveeta']"
711,188,"['1 tsp.', 'cinnamon,.5 tsp.', 'ground cloves']"
712,188,"['1/4 tsp.', 'salt,.5 c.', 'chopped pecans']"
713,188,"['1 c.', 'brown sugar']"
714,188,"['1.75 c.', 'flour']"
715,188,"['1 tsp.', 'baking soda,.5 tsp.', 'ground nutmeg']"
716,188,"['1 c.', 'raisins']"
717,188,"['1 1/4 c.', 'applesauce']"
718,189,"['3 c.', 'flour']"
719,189,"['3 eggs,.5 c.', 'water']"
720,190,"['4 c.', 'sugar']"
721,190,"['4 sq', 'baking chocolate']"
722,190,"['9 oz.', 'bar milk chocolate']"
723,190,"['12 oz.', 'pkg.', 'semi-sweet chocolate']"
724,190,"['1 tbsp.', 'vanilla']"
725,190,"['2 c.', 'chopped nuts']"
726,191,"['1.5 c.', 'flour']"
727,191,"['1 c.', 'sugar,.5 tsp.', 'baking powder']"
728,191,"['6 oz.', 'chocolate chips']"
729,191,"['2 c.', 'chopped nuts']"
730,191,"['1 c.', 'candied cherries']"
731,192,"['2 tbsp.', 'confectioners sugar']"
732,192,"['1 tsp.', 'grated orange peel']"
733,193,"['1/4 c.', 'cocoa']"
734,193,"['1 c.', 'sugar']"
735,193,"['2 eggs,.5 c.', 'margarine at room temperature']"
736,193,"['1/8 tsp.', 'salt']"
737,193,"['1 tsp.', 'vanilla,.5 c.', 'chopped nuts']"
738,194,"['1 c.', 'water']"
739,194,"['1 c.', 'flour']"
740,194,"['3 pkg.', 'vanilla instant pudding']"
741,194,"['4 c.', 'milk']"
742,194,"['8 oz.', 'pkg.', 'cream cheese']"
743,194,"['12 oz.', 'Cool Whip']"
744,195,"['1 c.', 'nonfat plain yogurt,.5 c.', 'heavy cream']"
745,195,"['1 c.', 'mandarin juice']"
746,196,"['1 c.', 'cocoa']"
747,196,"['1 c.', 'butter']"
748,196,"['1.5 c.', 'milk']"
749,196,"['2 tbsp.', 'vanilla']"
750,196,"['5 c.', 'peanut butter']"
751,197,"['4 tsp.', 'olive oil,.5 tsp.', 'garlic powder']"
752,197,"['1 tsp.', 'dried thyme']"
753,197,"['1/4 tsp.', 'dried marjoram,.5 tsp.', 'paprika']"
754,197,"['3 tbsp.', 'grated Parmesan cheese']"
755,198,"['20 oz.', 'can pineapple chunks']"
756,198,"['2 c.', 'grapes']"
757,198,"['2 c.', 'miniature marshmallows']"
758,198,"['1 c.', 'sliced strawberries']"
759,198,"['3 c.', 'chopped apples']"
760,198,"['2 tsp.', 'lemon juice']"
761,198,"['2 tsp.', 'orange juice']"
762,198,"['1 tbsp.', 'cornstarch']"
763,199,"['1 qt.', 'strawberries,.75 c.', 'water']"
764,199,"['1 c.', 'sugar']"
765,199,"['3 tbsp.', 'cornstarch']"
766,199,"['1 tbsp.', 'butter']"
767,200,"['2 c.', 'sugar']"
768,200,"['2 c.', 'milk']"
769,200,"['2 tbsp.', 'cornstarch']"
770,200,"['2.5 tsp.', 'vanilla']"
771,201,"['4 to 5 c.', 'chicken broth']"
772,201,"['1 c.', 'chopped chicken']"
773,201,"['3 tbsp.', 'flour (self-rising)']"
774,201,"['2 tbsp.', 'water']"
775,202,"['4 lb', 'beef brisket']"
776,202,"['1 c.', 'catsup']"
777,202,"['1 c.', 'water,.5 onion']"
778,202,"['2 tbsp.', 'cider vinegar']"
779,202,"['1 tbsp.', 'prepared horseradish']"
780,202,"['1 tbsp.', 'prepared mustard']"
781,202,"['1 tsp.', 'salt,.5 tsp.', 'pepper']"
782,203,"['3 tbsp.', 'tapioca']"
783,203,"['1 c.', 'water,.5 c.', 'sugar']"
784,203,"['1.5 c.', 'water,6 oz.', 'can frozen orange juice']"
785,203,"['16 oz.', 'can peach slices']"
786,203,"['16 oz.', 'bag frozen whole strawberries']"
787,204,"['1 c.', 'corn meal']"
788,204,"['1 c.', 'flour']"
789,204,"['1 to 2 tbsp.', 'sugar,.5 tsp.', 'salt']"
790,204,"['2 tsp.', 'baking soda']"
791,204,"['1 c.', 'buttermilk']"
792,204,"['1/4 c.', 'bacon fat']"
793,205,"['5 lb', 'rolled pork roast,.5 c.', 'sherry']"
794,205,"['1 tbsp.', 'dry mustard']"
795,205,"['1 tsp.', 'thyme,.5 c.', 'soy sauce']"
796,205,"['1 tsp.', 'ginger']"
797,206,"['2 lb', 'pork tenderloin']"
798,206,"['1 tbsp.', 'oil']"
799,206,"['1 tbsp.', 'minced garlic.']"
800,206,"['4 c.', 'water']"
801,206,"['3 tsp.', 'cornstarch']"
802,207,"['1 pkg.', 'dry yeast']"
803,207,"['4 c.', 'self-rising flour']"
804,207,"['2 c.', 'lukewarm water']"
805,207,"['1/4 c.', 'sugar']"
806,208,"['3.5 c.', 'flour']"
807,208,"['3 tsp.', 'baking soda']"
808,208,"['1 c.', 'packed brown sugar']"
809,208,"['1 tbsp.', 'milk']"
810,208,"['2 tbsp.', 'vanilla']"
811,208,"['1 c.', 'cornflakes']"
812,208,"['1 (12 oz.) pkg.', 'chocolate pieces (semi-sweet)']"
813,208,"['1 tsp.', 'salt,.5 c.', 'butter']"
814,208,"['1 c.', 'granulated sugar']"
815,208,"['1 c.', 'vegetable oil']"
816,208,"['1 c.', 'quick oats']"
817,209,"['2 tbsp.', 'lemon juice or wine vinegar']"
818,209,"['1 tbsp.', 'honey']"
819,209,"['1 tbsp.', 'rosemary']"
820,209,"['2 tbsp.', 'water']"
821,209,"['1 tbsp.', 'flax seed']"
822,209,"['1 tsp.', 'parsley']"
823,210,"['8 oz.', 'pkg.', 'pecan pieces']"
824,210,"['1 pt.', 'Cool Whip']"
825,211,"['2.5 c.', 'milk']"
826,211,"['2 egg yolks,.667 c.', 'sugar']"
827,211,"['4 tbsp.', 'cornstarch']"
828,211,"['2 tsp.', 'vanilla']"
829,211,"['3 tbsp.', 'butter (room temperature)']"
830,212,"['2 tsp.', 'lemon juice']"
831,212,"['1 tsp.', 'salt']"
832,212,"['1/4 c.', 'crumbled Blue cheese']"
833,212,"['2 c.', 'sliced red or yellow onions']"
834,213,"['1.5 c.', 'graham cracker crumbs,.5 c.', 'butter']"
835,213,"['1/4 tsp.', 'cinnamon']"
836,213,"['1/4 c.', 'sugar']"
837,213,"['16 oz.', 'pkg.', 'cream cheese']"
838,213,"['1/3 c.', 'milk,.5 c.', 'sugar']"
839,213,"['4 tbsp.', 'lemon juice']"
840,214,"['1 c.', 'sugar,.667 c.', 'oil']"
841,214,"['1.5 c.', 'flour']"
842,214,"['1 tsp.', 'baking soda']"
843,214,"['1 tsp.', 'baking powder']"
844,214,"['1 tsp.', 'cinnamon']"
845,214,"['1 jar junior strained carrots (baby food),.5 c.', 'nuts']"
846,215,"['6 oz.', 'can frozen lemonade concentrate']"
847,215,"['6 c.', 'water,.5 ??? grenadine syrup']"
848,215,"['1 qt.', 'ginger ale']"
849,216,"['1/3 c.', 'plus 2 level tbsp.', 'mayonnaise,.5 roll Ritz crackers']"
850,217,"['1 lb', 'ground beef']"
851,217,"['8 oz.', 'pkg.', 'crescent rolls']"
852,217,"['1/8 c.', 'chopped onion']"
853,217,"['1 tsp.', 'Worcestershire sauce']"
854,217,"['1 tsp.', 'lemon juice,.5 tsp.', 'paprika']"
855,217,"['1/4 tsp.', 'garlic powder,.5 tsp.', 'salt']"
856,217,"['1/8 tsp.', 'pepper']"
857,217,"['2 c.', 'shredded cheese']"
858,218,"['2 c.', 'sugar']"
859,218,"['2 c.', 'flour']"
860,218,"['2 c.', 'pumpkin,.5 tsp.', 'salt']"
861,218,"['2 tsp.', 'cinnamon']"
862,218,"['1 tsp.', 'nutmeg']"
863,218,"['2 tsp.', 'soda']"
864,218,"['1 c.', 'oil']"
865,218,"['2 tsp.', 'baking powder']"
866,218,"['1 c.', 'chopped walnuts']"
867,219,"['1.5 lb', 'sharp Cheddar cheese']"
868,219,"['2 c.', 'plus 2 tbsp.', 'flour']"
869,219,"['1.5 tsp.', 'salt']"
870,219,"['1.5 tsp.', 'paprika']"
871,220,"['1 lb', 'American cheese (shredded)']"
872,221,"['1 c.', 'flour']"
873,221,"['1 stick butter or oleo,.5 c.', 'chopped pecans (optional)']"
874,221,"['1 tbsp.', 'sugar']"
875,221,"['8 oz.', 'pkg.', 'cream cheese']"
876,221,"['1 c.', 'powdered sugar']"
877,221,"['2 pkg.', 'instant pudding']"
878,221,"['3 c.', 'milk']"
879,222,"['1 lb', 'ground beef']"
880,222,"['12 oz.', 'can pet milk (can use fat free)']"
881,223,"['2 c.', 'flour']"
882,223,"['1 tsp.', 'baking soda,.5 tsp.', 'salt,.5 c.', 'butter or margarine']"
883,223,"['1 c.', 'sugar']"
884,223,"['1 tsp.', 'vanilla']"
885,223,"['1 c.', 'sour cream,.5 c.', 'sugar']"
886,223,"['1 tsp.', 'cinnamon,.5 c.', 'chopped nuts']"
887,223,"['1 1/4 c.', 'apples']"
888,224,"['1.5 c.', 'sugar,.5 c.', 'margarine,.5 c.', 'vegetable shortening']"
889,224,"['2 tsp.', 'cinnamon']"
890,224,"['2.75 c.', 'flour']"
891,224,"['2 tsp.', 'cream of tartar']"
892,224,"['1 tsp.', 'baking soda']"
893,224,"['1/4 tsp.', 'salt']"
894,224,"['2 tsp.', 'sugar']"
895,225,"['1 lb', 'spaghetti']"
896,226,"['1 lb', 'ground meat']"
897,226,"['1 tsp.', 'chili powder,.5 tsp.', 'allspice']"
898,226,"['1 tsp.', 'salt']"
899,226,"['1 tsp.', 'chili powder']"
900,227,"['1 c.', 'sour cream']"
901,227,"['10 oz.', 'pkg.', 'frozen chopped broccoli']"
902,228,"['1 egg,.667 c.', 'water']"
903,228,"['1 tbsp.', 'vegetable oil']"
904,228,"['1 tsp.', 'lemon juice']"
905,228,"['1 c.', 'all-purpose flour']"
906,228,"['1.5 tsp.', 'baking powder']"
907,228,"['1 to 1 .25 tsp.', 'salt']"
908,229,"['1 c.', 'White Lily Self Rising Flour']"
909,229,"['1/3 c.', 'mayonnaise,.5 c.', 'sweet milk']"
910,230,"['1 c.', 'cracker crumbs']"
911,230,"['1.5 lb', 'ground chuck']"
912,230,"['4 tbsp.', 'finely chopped onion']"
913,230,"['1.5 tsp.', 'salt or to taste']"
914,230,"['1 tsp.', 'dry mustard']"
915,230,"['1 tbsp.', 'ketchup']"
916,230,"['1 c.', 'grated American cheese']"
917,231,"['8 oz.', 'semi-sweet chocolate,.667 c.', 'sweetened condensed milk']"
918,231,"['1 tsp.', 'vanilla']"
919,231,"['1/8 tsp.', 'salt']"
920,231,"['1 c.', 'chopped nuts']"
921,232,"['2 tbsp.', 'margarine']"
922,232,"['1 lb', 'ground beef']"
923,232,"['1 pkg.', 'onion soup mix,.5 c.', 'water']"
924,232,"['1 c.', 'catsup']"
925,232,"['2 tbsp.', 'prepared mustard']"
926,232,"['2 tsp.', 'vinegar']"
927,232,"['1 lb', 'can kidney beans']"
928,233,"['1 c.', 'brown sugar']"
929,233,"['1 c.', 'flour']"
930,233,"['1/3 c.', 'shortening']"
931,233,"['1 tsp.', 'baking soda,.5 tsp.', 'baking powder,.5 c.', 'sour milk (add 1 tbsp.', 'vinegar or lemon juice to sour 1 c.', 'milk)']"
932,234,"['2 c.', 'biscuit mix']"
933,234,"['1.5 tbsp.', 'sugar']"
934,234,"['6 oz.', 'warm beer']"
935,235,"['1 c.', 'chopped onion']"
936,235,"['1 c.', 'chopped green pepper']"
937,235,"['1 tbsp.', 'butter']"
938,235,"['2.25 oz.', 'can sliced ripe olives']"
939,235,"['2 tsp.', 'dried oregano']"
940,235,"['1 lb', 'ground beef']"
941,235,"['12 oz.', 'spaghetti']"
942,235,"['16 oz.', 'shredded Cheddar cheese']"
943,235,"['10.75 oz.', 'can condensed cream of mushroom soup (undiluted)']"
944,236,"['5 cooking apples,.5 c.', 'granulated sugar,.5 c.', 'brown sugar']"
945,236,"['1.5 c.', 'water']"
946,236,"['1 tsp.', 'apple pie spice']"
947,236,"['1 tsp.', 'vanilla']"
948,237,"['2 c.', 'hot water']"
949,237,"['1 10 oz.', 'frozen strawberries or 2 c.', 'fresh']"
950,238,"['8 oz.', 'cream cheese']"
951,238,"['1 tsp.', 'vanilla']"
952,239,"['1 lb', 'can cream-style corn']"
953,239,"['1 tbsp.', 'butter']"
954,239,"['1 tbsp.', 'flour']"
955,239,"['3 tbsp.', 'sugar']"
956,239,"['1 c.', 'scalded milk']"
957,239,"['1 tsp.', 'salt']"
958,239,"['1/8 tsp.', 'pepper']"
959,240,"['1 c.', 'strong black coffee']"
960,240,"['2 tsp.', 'baking powder']"
961,240,"['3 tbsp.', 'soft margarine']"
962,240,"['1 tsp.', 'baking soda']"
963,240,"['4 c.', 'flour']"
964,240,"['1 tsp.', 'cinnamon']"
965,241,"['12 oz.', 'can tomato paste']"
966,241,"['1 qt.', 'water']"
967,241,"['5 tsp.', 'chili powder']"
968,241,"['1 lb', 'lean ground beef,.5 c.', 'chopped green onions']"
969,241,"['2 c.', 'shredded Monterey Jack cheese']"
970,241,"['1 doz.', 'corn tortillas']"
971,242,"['12 oz.', 'tomato juice']"
972,242,"['2 tbsp.', 'bell pepper']"
973,242,"['2 tbsp.', 'dehydrated onions']"
974,243,"['1 c.', 'sugar']"
975,243,"['6 tbsp.', 'flour']"
976,243,"['2 c.', 'grated Cheddar cheese']"
977,243,"['1.5 c.', 'crushed Ritz crackers']"
978,243,"['31 oz.', 'can pineapple chunks']"
979,244,"['2 lb', 'chicken']"
980,244,"['3 c.', 'water']"
981,244,"['1.5 tsp.', 'salt']"
982,244,"['10 oz.', 'box frozen limas']"
983,244,"['1 c.', 'frozen or 1 can corn']"
984,245,"['16 oz.', 'pkg.', 'cream cheese']"
985,245,"['2 tbsp.', 'mayonnaise']"
986,245,"['1 tsp.', 'lemon juice']"
987,245,"['6 oz.', 'pkg.', 'smoked deli beef']"
988,246,"['2 lb', 'carrots']"
989,246,"['10 oz.', 'can tomato soup']"
990,246,"['1 c.', 'sugar,.5 c.', 'salad oil,.75 c.', 'vinegar']"
991,247,"['2 c.', 'sugar']"
992,247,"['1 c.', 'shortening']"
993,247,"['1 tsp.', 'salt']"
994,247,"['2 tsp.', 'baking powder']"
995,247,"['2 tsp.', 'vanilla']"
996,247,"['3 c.', 'flour,.667 c.', 'milk']"
997,247,"['3 c.', 'floured blueberries']"
998,248,"['6 c.', 'sliced yellow squash']"
999,248,"['1 c.', 'finely chopped onion']"
1000,248,"['8 oz.', 'sour cream']"
1001,248,"['8 oz.', 'pkg.', 'stuffing mix']"
1002,250,"['4 c.', 'sifted flour']"
1003,250,"['1.5 c.', 'shortening']"
1004,250,"['1 egg,.5 c.', 'ice cold water']"
1005,250,"['1 tbsp.', 'vinegar']"
1006,250,"['1 tsp.', 'sugar,.5 tsp.', 'salt']"
